제목,날짜,분류,본문,반응수
"스타벅스 ""시니어카페에 지원한 '우리쑥 라떼' 5만잔 이상 판매""",20230802,생활,"우리 쑥 곡물 라떼[스타벅스 코리아 제공. 재판매 및 DB금지]  스타벅스 코리아는 시니어 바리스타가 근무하는 지역 카페의 활성화를 위해 개발한 상생음료 메뉴 '우리 쑥 곡물 라떼'가 전국 시니어 카페에서 5만잔 넘게 판매됐다고 2일 밝혔다.    스타벅스는 지난해 10월부터 한국시니어클럽협회 회원기관이 운영하는 카페 150여곳에서 국내산 쑥과 곡물을 활용한 우리 쑥 곡물 라떼를 선보였다.    또 올해 5월부터는 전국 카페 130곳에 3만6천600잔 분량의 재료를 추가로 지원했다.    김지영 스타벅스 사회공헌팀장은 ""우리 쑥 곡물 라떼가 시니어 일자리 창출과 카페 운영에 도움이 되길 기대한다""고 말했다.",0
오늘도 뙤약볕 속 찜통더위…낮 최고 31~36도,20230802,생활,"서울·인천·강릉·제주 등 곳곳 간밤 열대야오존 '나쁨'…한낮 자외선지수 '매우 높음'    분수대에서 열대야 피하기  연일 무더운 날씨가 이어지고 있는 1일 오후 서울 종로구 광화문광장 바닥분수대에서 어린이들이 열대야를 피해 더위를 식히고 있다. 2023.8.1 yatoya@yna.co.kr      정부가 4년 만에 폭염 위기경보 단계를 '심각'까지 격상한 가운데 2일에도 무더위가 이어지겠다.    이날 아침 기온은 22~27도였다.    밤사이 기온이 떨어지지 않으면서 서울과 인천 등 서쪽 지역과 강원 강릉시와 제주 등 해안을 중심으로 열대야가 나타났다. 제주시는 올해 열대야를 겪는 날이 25일로 지난달 9일 이후부터는 사흘만 빼고 전부 열대야였다.    오전 8시 주요 도시 기온은 서울 28.3도, 인천 27.7도, 대전 28.0도, 광주 27.9도, 대구 26.7도, 울산 28.9도, 부산 29.7도 등 이미 30도에 육박했다.    낮 최고기온은 31~36도일 것으로 예상된다.    체감온도는 대부분 지역에서 35도 이상이겠다.    주요 도시 예상 최고기온(체감온도)은 서울 35도(34도), 인천 33도(33도), 대전 35도(36도), 광주 36도(36도), 대구 36도(34도), 울산·부산 34도(34도)다.    이날 오존은 경기남부·충남에서 '매우 나쁨', 서울·인천·경기북부·충북·경북에서 '나쁨', 다른 지역에서 '보통' 수준이겠다.    한낮 자외선지수는 전국에서 '매우 높음' 수준이겠다.    더위와 오존·자외선을 고려했을 때 한낮에는 야외활동을 자제해야 한다.    대기 하층에 뜨거운 공기가 가득 찬 가운데 대기 상층으로 비교적 찬 공기가 지나면서 곳곳에 대기 불안정에 의한 소나기가 내리겠다.    이날 오전부터 저녁까지 경기남부내륙, 강원남부내륙·산지, 충청, 호남, 경상내륙, 제주 등에 소나기가 올 것으로 예상된다.    소나기가 쏟아질 때 시간당 강수량이 30㎜ 내외에 달할 수 있겠다.    돌풍과 천둥·번개를 동반하겠으니 대비해야 한다.    기상청이 2일 오전 4시 발표한 제6호 태풍 카눈 예상 경로. [기상청 제공. 재판매 및 DB 금지]    제6호 태풍 카눈은 '매우 강'의 세력을 유지하며 이날 오전 3시 일본 오키나와 남남서쪽 130㎞ 해상을 지났다.    카눈은 3일 오후 오키나와 서쪽 410㎞ 해상까지 서진한 뒤 방향을 급격히 돌려 일본 남쪽 해상을 향해 나아갈 것으로 전망된다.    현재 예상 경로면 국내에 직접적으로 영향을 끼치진 않으나 뜨겁고 습한 공기를 더 불어 넣어 더위를 부추길 것으로 보인다.    카눈 때문에 당분간 제주해안과 남해안, 전라서해안에 너울이 유입되면서 갯바위나 방파제를 넘을 정도의 높은 물결이 밀려오겠다.    특히 5일 오전까지 제주앞바다에서 매우 높은 물결, 서해남부앞바다와 남해앞바다에선 높은 물결이 해안으로 밀려오겠으니 해안엔 되도록 가지 않는 편이 좋겠다.    6일까지 달의 인력이 강해 해수면 높이가 높은 기간이니 해안가 저지대에선 밀물 때 침수되지 않도록 대비해야 한다.",5
"김유진 한샘 신임 대표 취임…""성장 실현할 것""",20230802,경제,"한샘은 김유진 대표집행임원이 지난 1일 취임했다고 2일 밝혔다.    김 대표는 취임 메시지를 통해 ""장기적으로 수익이 동반된 성장을 실현해 나갈 것""이라고 강조하며 운영 효율 개선에 집중하겠다는 방향을 제시했다.    그는 또 ""회사를 위해 능동적·적극적으로 노력하는 직원이 합당한 보상을 받으며 성장할 수 있는 조직을 만들고, 회사의 성장에 적극 기여하는 임직원이 보상받는 체계를 만들겠다""고 말했다.    또 이 과정에서 인위적인 구조조정은 계획하지 않고 있다고 부연했다.    김유진 한샘 대표집행임원[한샘 제공. 재판매 및 DB금지]",0
"Kakao Bank Q2 net up 44 pct on expanded customer base, interest income",20230802,세계,"Kakao Bank-Q2 earnings Kakao Bank Q2 net up 44 pct on expanded customer base, interest income   SEOUL, Aug. 2 (Yonhap) -- South Korean online lender Kakao Bank said Wednesday its second-quarter net profit soared 44 percent from a year earlier on growth in interest revenue and an expanded customer base.    Its net profit stood at 81.9 billion won (US$63.6 million) in the April-June period, up from a profit of 57 billion won a year earlier, the bank said in a regulatory filing.   Revenue jumped 65.4 percent to 613 billion won over the cited period, and operating income surged 50.2 percent to 112 billion won.    In the first two quarters combined, net profit rose 48.5 percent on-year to a record high of 184 billion won.    As of end-June, its mortgage loans reached 5.5 trillion won, up 3 trillion won from three months ago, as customers flocked to its low-rate products.   The net interest margin, a key barometer of profitability, stood at 2.26 percent in the second, slightly down from 2.29 percent a year earlier.    The loan delinquency rate came to 0.52 percent in the second quarter, down from 0.58 percent the previous quarter.    Its customer base also expanded reaching 21.74 million at the end of June, up from 21.18 million three months ago.   Kakao Bank, the internet-only bank under mobile platform service provider Kakao Corp., has posted fast growth with a focus on household banking since its launch of banking operations in 2017. It was listed on the main KOSPI in August 2021.",0
6월 서울 업무·상업용 부동산 거래량 전월 대비 13% 감소,20230802,경제,"6월 서울 업무·상업용 부동산 거래량 전월 대비 13% 감소[연합뉴스 자료사진]      올해 6월 서울 업무·상업용 부동산 거래 건수가 전달보다 10% 넘게 감소한 것으로 나타났다.     2일 상업용 부동산 종합 서비스 기업 알스퀘어가 국토교통부 서울 업무·상업용 부동산 실거래가 자료를 분석한 결과 지난 6월 거래 건수는 128건으로, 전월보다 13.5% 감소했다.    매매가 100억원 미만의 이른바 꼬마빌딩 거래는 105건으로, 전체의 82%를 차지했다.     꼬마빌딩은 강남구(11건), 종로구(10건), 중구(10건)를 중심으로 거래됐다.    지난 6월 1천억원대 거래는 서초구 방배동(1천474억원)과 중구 초동(1천381억원) 등 단 2건에 그쳤다.     금리 상승과 경기 둔화로 기관 투자자 중심의 대형 빌딩 거래 시장이 완전히 회복되지 않은 것으로 분석된다.    6월 거래 금액은 1조916억원으로, 전월보다 24.7% 늘었다. 다만, 작년 같은 기간과 비교하면 63.5% 감소했다.     지난해 상반기의 경우 업무·상업용 부동산 월간 거래액이 평균 2조4천억원대에 달했지만, 올해 상반기는 1조원에도 미치지 못했다.    진원창 알스퀘어 빅데이터컨설팅팀 이사는 ""도심권역의 콘코디언 빌딩과 동화빌딩, 한국은행 소공별관 등 표류하던 대형 매물의 거래가 끝나면서 2분기 거래 규모는 평년 수준으로 회복됐다""며 ""좋지 않은 투자 환경에도 안정성 측면에서 투자 가치가 높은 1만평 이상 대형 우량자산 중심으로 거래가 이뤄진 것이 주요하게 작용했다""고 말했다.    서울 업무상업용 빌딩 거래 건수 및 금액 추이[알스퀘어 제공]",0
"카카오게임즈, 2분기 영업익 전년 대비 67% 감소(종합)",20230802,IT,"'아키에이지 워' 성과 반영돼 전 분기 대비 영업익 133%↑     카카오게임즈[카카오게임즈 제공. 재판매 및 DB 금지]      코스닥 상장사 카카오게임즈는 연결 기준 올해 2분기 영업이익이 265억원으로 지난해 동기보다 67.3% 감소한 것으로 잠정 집계됐다고 2일 공시했다.    이번 영업이익은 연합인포맥스가 집계한 시장 전망치 341억원을 22.4% 하회했다.    매출은 2천711억원으로 작년 동기 대비 19.98% 감소했고 순이익은 87억원으로 전년 동기 대비 86.5% 줄었다.    그러나 지난 3월 말 출시한 '아키에이지 워' 성과가 이번 실적에 반영되며 직전 분기와 비교하면 매출은 8.8%, 영업이익은 133%, 당기순이익은 104.1% 증가했다.    매출별 구성은 모바일 1719억 원, 기타 873억 원, PC 게임 119억 원 등으로 나타났다.    영업비용은 총 2천446억 원으로 전년 동기 대비 5.1% 줄었고 직전 분기 대비 2.9% 늘었다.    영업비용 중에서는 지급수수료가 927억 원으로 가장 큰 비중을 차지했고 이어 기타비용 561억 원, 인건비 537억 원, 유무형자산 등 상각비 215억 원, 마케팅비 206억 원 등으로 나타났다.    지난달 '아레스: 라이즈 오브 가디언즈'를 출시한 카카오게임즈는 올 4분기 '가디스오더', 내년 1분기 롬(R.O.M) 등의 차기작 계획을 밝혔다.    또 4분기에 '에버소울'과 '오딘: 발할라 라이징'을 각각 일본과 북미·유럽 시장에 선보이고 내년 초에는 '아키에이지 워'를 중화권(대만·홍콩·마카오) 시장에 출시한다고 덧붙였다.",0
"전북대, 수해 피해지역 학생에 특별장학금 1억원 지급",20230802,사회,"전북대학교 정문[전북대 제공. 재판매 및 DB 금지]  전북대학교는 최근 유례없는 폭우로 수해를 입은 학생들에게 1억원 규모의 '총장 특별재난지원 장학금'을 지급하기로 했다고 2일 밝혔다.    이번 장학금 지급은 전북대가 거점국립대학으로서의 책무를 다하고, 피해 지역 학생들에게 경제적 부담 경감을 통해 안정적 학업을 지원하기 위한 조치다.    전북대는 오는 21일까지 전국의 특별재난지역에 주소를 두고 수해 피해를 본 전북대 재학생을 대상으로 장학금 신청을 받는다.    장학금 수령을 원하는 학생은 시, 군, 읍·면사무소가 발행하는 피해 사실사실 확인서와 주민등록등본, 특별장학금 신청서 등 서류를 갖춰 전북대 학생과(☎063-270-4141)로 신청하면 된다.     전북대는 피해 규모에 따라 최대 200만 원까지 장학금을 지급할 예정이다.    전북대는 또 이날 수해로 피해를 당한 김제 용지면을 찾아 수해 복구 봉사 활동을 펼치기로 했다.    봉사활동에는 양오봉 총장을 비롯한 본부 보직자들과 총학생회 학생 등 40여 명이 참여한다.    양 총장은 ""지역과 국가발전에 이바지할 책무가 있는 국가 거점국립대학으로서 우리 학생들의 아픔을 조금이나마 나누고 위로하기 위해 특별장학금 지원을 결정했다""며 ""수해로 신음하는 지역민들께서 조금 더 힘을 내시고, 하루빨리 일상으로 돌아갈 수 있길 바란다""고 말했다.",0
"Hyundai, Kia post double-digit growth in U.S. sales in July",20230802,세계,"Hyundai-Kia-US July sales Hyundai, Kia post double-digit growth in U.S. sales in July    SEOUL, Aug. 2 (Yonhap) -- Hyundai Motor Co. and Kia Corp. both reported double-digit growth in their U.S. sales in July, backed by strong demand for electric vehicles, data from the U.S. units of the South Korean carmakers have shown.    Hyundai sold 66,527 vehicles last month on a wholesale basis, up 10 percent from the 60,631 recorded a year earlier, according to Hyundai Motor America on Tuesday (local time).    Its retail sales reached 61,745 in July, marking a 2 percent on-year increase and the best-ever July performance, Hyundai said.    Electric vehicle sales rose 49 percent in the same period, accounting for 20 percent of its total monthly retail sales. SUVs took up 74 percent of the retail volume.    By model, the Santa Fe hybrid EV posted 205 percent on-year sales growth, with that of the Tucson plug-in hybrid growing 44 percent over the cited period. Sales of the IONIQ 5 rose 109 percent.    Hyundai's cumulative U.S. sales currently stand at 461,140 vehicles this year, up 14 percent from a year earlier.    Kia's July wholesale volume came to 70,930, growing 14 percent from the previous year, with retail sales reaching 66,485, up 13 percent on-year.    Its EV and SUV sales jumped 72 percent and 17 percent, respectively, driven by solid demand for the Niro hybrid crossover SUV, the Carnival minivan and the Seltos compact SUV.    This file photo, provided by Hyundai Motor on March 30, 2023, shows the Hyundai IONIQ 5 electric vehicle. (PHOTO NOT FOR SALE) (Yonhap)(END)",0
폭염 속 경북 영천서 밭일하던 70대 숨져,20230802,사회,119[연합뉴스 자료사진]    (영천·의성=연합뉴스)  폭염 속 밭일을 하던 70대가 숨진 채 발견됐다.    2일 소방 당국 등에 따르면 전날 오전 11시 31분께 경북 영천시 화산면의 밭에서 농사일하던 70대 여성이 쓰러져있다는 신고가 접수됐다.    경찰은 여성이 온열질환으로 인해 숨진 것으로 추정했다.    같은 날 낮 12시 22분께 의성군 금성면에서도 밭일을 하던 80대 여성이 쓰러졌다는 신고가 들어왔다.    의식 장애를 보이던 여성은 병원으로 옮겨져 치료받고 있다. 발견 당시 체온은 41도에 달했다.    경북에서는 지난 1일 성주군 고추밭에 나갔던 90대 여성이 숨지는 등 폭염 속 사상자가 이어지고 있다.,1
"이재성, 프리시즌 경기서 골맛…마인츠, 장크트갈렌에 4-1 승",20230802,스포츠,"지난 시즌 이재성의 경기 모습[EPA=연합뉴스 자료사진]  독일 프로축구 분데스리가 마인츠에서 활약하는 국가대표 미드필더 이재성이 프리시즌 경기에서 득점포를 가동하며 팀의 완승에 앞장섰다.    이재성은 1일(현지시간) 오스트리아 슐라트밍에서 열린 장크트갈렌(스위스)과의 프리시즌 경기에 선발 출전, 전반 22분 팀의 두 번째 골을 넣어 마인츠의 4-1 승리를 이끌었다.    2021년 마인츠에 입단해 두 시즌 동안 공식전 66경기에서 11골 7도움을 기록한 이재성은 지난 시즌을 마친 뒤 6월 계약을 연장, 2026년까지 동행을 이어가기로 했다.    마인츠에서 세 번째 시즌을 앞둔 프리시즌 첫 출전부터 그는 골 맛을 보며 기대감을 키웠다.    이날 2선에 선발로 나선 이재성은 팀이 경기 시작 8분 만에 도미니크 코어의 선제골로 리드를 잡은 뒤 전반 22분 왼쪽 측면에서 들어온 델라노 뷔르흐조르흐의 낮은 크로스를 골대 앞에서 침착하게 오른발로 마무리해 골을 터뜨렸다.    전반 39분 상대 파비안 슈베르트에게 만회 골을 내준 마인츠는 후반 들어 이재성을 비롯한 전반 출전 선수를 모두 바꿔 나섰고, 후반 10분 안드레아스 한셰-올센, 후반 43분엔 브라얀 그루다의 연속 골이 터지며 대승했다.    마인츠는 5일 잉글랜드 프리미어리그(EPL) 승격팀인 번리와 프리시즌 마지막 경기를 치른다.    2023-2024시즌 분데스리가는 이달 18일 개막하며, 마인츠는 그에 앞서 12일 2부리그 팀인 SV 엘버스베르크와 독일축구협회(DFB) 포칼 1라운드로 시즌을 시작한다.    리그 1라운드는 20일 우니온 베를린과의 원정 경기로 치른다.    songa@yna.co.kr 기사제공 연합뉴스 최송아",11
'더 문'·'비공식작전' 오늘 개봉…'밀수'와 3파전 시작,20230802,생활,"'밀수' 예매율 부동의 1위…다음주엔 '콘크리트 유토피아' 출격    영화 '더 문'·'비공식작전' 포스터[CJ ENM·쇼박스 제공]  김용화 감독의 SF 신작 '더 문'과 김성훈 감독의 버디물 '비공식작전'이 2일 개봉하면서 최근 흥행몰이 중인 류승완 감독의 '밀수'와 3파전을 시작했다.    영화관입장권 통합전산망에 따르면 이날 오전 기준 '밀수'는 예매율 21.2％, 예매 관객 수 11만4천여 명으로 예매율 순위 정상을 지키고 있다.   '더 문'은 예매율 16.8％(예매 관객 수 9만여 명)로 2위에 올랐다.    그 뒤를 '비공식작전'(예매율 14.3％·7만7천여 명)이 바짝 추격하는 중이다.    '더 문'과 '비공식작전'이 이날 동시에 극장에 걸리면서 독주 체제를 이어온 '밀수'와 3파전을 벌일 것으로 예상된다. '밀수'는 전날 24만6천여 명을 더해 누적 관객 수 222만명을 돌파했다.    세 영화는 각기 다른 장르를 내세워 극장가 최대 성수기인 여름 시장을 공략하고 있다.    '밀수'는 1970년대 바닷가 도시 군천을 배경으로 펼쳐지는 해녀들의 범죄 활극이다. 김혜수·염정아·조인성·박정민·고민시 등이 출연했다.    설경구·도경수가 주연한 '더 문'은 한국 영화로는 최초로 유인 달 탐사선을 소재로 한 작품으로 우주와 달, 우주선 등이 배경이다.    모로코에서 많은 분량을 촬영한 '비공식작전'은 납치된 전직 외교관을 구하려는 외교관과 현지 택시 기사의 분투를 그렸다. '신과 함께'에서 호흡을 맞춘 하정우와 주지훈이 버디 연기를 선보인다.    오는 9일에는 엄태화 감독의 '콘크리트 유토피아'가 개봉해 극장가 여름 대전에 합류한다. 개봉까지 1주가 남았지만, 9.5％(5만여 명)로 예매율 순위 5위에 올라 있다.    이 영화는 대지진으로 폐허가 된 서울에 유일하게 남은 '황궁아파트'를 배경으로 펼쳐지는 이야기로 배우 이병헌·박서준·박보영이 호흡을 맞췄다.     이어 한 주 뒤인 15일에는 정우성이 연출하고 주연한 '보호자'와 유해진·김희선이 나오는 이한 감독의 코미디 영화 '달짝지근해: 7510'이 동시에 출격한다.",4
"우즈, PGA 투어 정책이사회 합류…선수들 영향력 커질 듯",20230802,스포츠,"타이거 우즈의 경기 모습.[AFP=연합뉴스]  '골프황제' 타이거 우즈(미국)가 사우디아라비아 국부펀드(PIF)와 협력 문제로 혼돈에 빠진 미국프로골프(PGA) 투어에 구원투수로 나선다.    PGA 투어 제이 모너핸 커미셔너는 우즈를 PGA 투어 정책이사회 이사로 선임했다고 2일(한국시간) 밝혔다.    PGA 투어 정책이사회는 PGA 투어 최상급 결정 기구이다.     PGA 투어 정책이사회는 우즈의 합류로 이사 12명 가운데 절반인 6명을 현역 선수로 채웠다.     패트릭 캔틀레이, 찰리 호프먼, 피터 맬너티, 로리 매킬로이, 웨브 심프슨 등이 기존 PGA 투어 정책이사회 이사들이다.     나머지는 사외이사 5명과 미국프로골프협회(PGA of America) 이사가 1명이다. 다만 이사회 의장은 사외이사인 변호사 에드 헐리히가 맡고 있다.    우즈의 정책이사 선임은 선수 41명이 모너핸 커미셔너에게 PIF와 협상이 비밀리에 이뤄진 것은 PGA투어가 선수 위주로 운영되어야 한다는 원칙에 위배된다는 연명 서한을 보낸 뒤 나왔다.    PIF와 협상을 비밀리에 진행하다 선수들의 반발에 사퇴 위기에 몰린 모너핸 커미셔너가 두 손을 들고 선수들에게 영향력이 큰 우즈에게 도움을 요청한 셈이다.     선수들도 우즈를 정책 이사로 선임하라고 요구한 것으로 알려졌다.    우즈의 정책이사회 합류로 앞으로 PGA투어의 주요 정책 결정 과정에는 선수들의 입김이 더 강해질 것으로 보인다.     PGA투어는 선수 이사들은 투어의 중대한 변화를 초래하는 협상 내용을 승인하거나 승인을 거부할 수 있는 완전한 권한을 갖게 된다고 천명했다.    특히 우즈는 그동안 PIF가 돈을 대는 LIV 골프에 대체로 적대적인 태도를 보여 향후 PIF와 협상에 PGA투어는 LIV 골프에 더 강경한 입장을 취할 것으로 관측된다.    그동안 PIF와 협상 등 PGA투어의 굵직한 현안에서 모너핸 커미셔너의 입김이 반영되는 사외이사들이 주도권을 행사해왔다.    PGA투어는 우즈의 선임을 발표하는 성명에서 ""모너핸 커미셔너는 투어의 핵심 원칙을 지키라는 선수의 요청을 지원하기로 동의했다""고 밝혔다.    또 ""선수들은 협상 진행 상황을 충분히 인지할 것""이라며 ""선수 이사가 원하는 모든 문서나 정보에 대한 완전한 접근 권한을 제공받게 될 것""이라고 덧붙였다.    우즈는 ""PGA 투어 선수들을 대표하게 되어 영광""이라면서 ""지금은 투어에 중요한 시점이다. 팬, 스폰서, 선수를 포함한 모든 투어 이해 관계자에게 최선의 이익이 될 수 있도록 노력하겠다""고 밝혔다.    그는 또 ""선수들은 우리가 걱정하는 문제를 해결하기로 동의해준 모너핸 커미셔너에게 감사하며, 우리 모두가 사랑하는 골프의 미래를 위해 올바른 결정을 내릴 수 있도록 그와 함께 테이블에 앉기를 기대한다""고 모너핸에 대한 지지 의사도 곁들였다.    khoon@yna.co.kr 기사제공 연합뉴스 권훈",9
'갱단 천하' 아이티에 케냐 주도 다국적 경찰력 투입되나,20230802,세계,"케냐 ""1천명 투입 용의""…美 ""환영, 지원 노력""    아이티 한 교회에서 기도하는 남성(포르토프랭스 EPA=연합뉴스) 지난 달 30일(현지시간) 아이티 수도 포르토프랭스 한 교회에서 남성이 무릎을 꿇은 채 기도하고 있다. 2023.8.2  사실상 '갱단천하'인 카리브해 최빈국 아이티에 아프리카 케냐 주도의 다국적 경찰력이 투입될 가능성이 커지고 있다.    1일(현지시간) AP·AFP·로이터통신에 따르면 린다 토마스-그린필드 주유엔 미국 대사는 이날 기자회견에서 ""우리는 다국적 경찰력을 이끌기로 한 케냐의 결정을 환영한다""며 ""그 노력을 지원하기 위한 (안전보장이사회) 결의안을 작성할 것""이라고 말했다.    앞서 알프레드 무투아 케냐 외교부 장관은 지난 달 29일 저녁 성명을 내고 ""케냐는 아이티에서 다국적 경찰관들을 지휘할 준비가 돼 있다""며 ""분쟁으로 고통받는 아이티에 경찰관 1천명을 배치할 용의가 있다""고 밝혔다.    이보다 하루 전 토니 블링컨 미 국무부 장관은 윌리엄 루토 케냐 대통령과 전화 통화를 하고, 아이티 상황에 대한 의견을 나눴다고 AFP가 매슈 밀러 국무부 대변인의 말을 인용해 보도했다.    아이티에 자국군이나 경찰을 파견하는 문제에 대해 적극적으로 나선 건, 지난해 10월 아리엘 앙리 아이티 총리가 '전문화한 치안 인력 배치 요청'을 국제사회에 호소한 지 9개월여 만에 케냐가 처음이다.    그간 안토니우 구테흐스 유엔 사무총장 역시 아이티 다국적 병력 파견 필요성을 지속해 언급한 바 있다.    파르한 하크 유엔 부대변인은 전날 ""사무총장도 케냐의 제안에 환영하고 있다""며 안보리에 관련 작전을 지지해 줄 것을 (사무총장이) 요청했다고 강조했다.     최빈국 아이티는 최근 수년간 갱단 간 분쟁에 따른 폭력 사태로 몸살을 앓고 있다.    2021년 조브넬 모이즈 당시 대통령 암살 이후 행정부는 제 기능을 잃었고, 입법부 역시 의원들 임기 종료로 '공백' 상태다.    경찰은 인력·장비 모두 갱단에 밀리고 있다. 주민들로 구성된 자경단이 경찰관 앞에서 갱단을 끌어내 불태워 살해하는 일이 발생할 정도로 통상적인 치안 활동이 불가능하다.    케냐를 도와 자국 경찰을 파견하겠다는 다른 국가들의 움직임도 구체화하고 있다.    아이티에서 멀지 않은 또 다른 섬나라 바하마는 이날 ""유엔이 승인할 경우 150명을 지원하겠다""고 발표했다.",1
"한투증권 ""8월 코스피 2,600∼2,750…이차전지주 과열 끝날 것""",20230802,경제,"코스피, 2,667.07로 상승 마감  코스피가 전장보다 34.49p(1.31%) 오른 2,667.07로 마감하며 연중 최고점을 경신한 1일 오후 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다.    이날 원/달러 환율은 9.2원 오른 1,283.8원으로, 코스닥은 전장보다 3.70p(0.40%) 오른 939.67로 마감했다. 2023.8.1 ondol@yna.co.kr      한국투자증권은 2일 이달 코스피 밴드(예상 등락 범위)로 2,600∼2,750을 제시하고 최근 급격한 변동성을 초래한 이차전지 수급 쏠림이 진정될 것으로 전망했다.    김대준 연구원은 이날 관련 보고서에서 ""지난달 나타난 포모(FOMO·Fear of Missing Out) 장세는 조만간 끝날 전망""이라며 ""증시 거래대금이 사상 최대치에 근접하는 등 과열의 정점을 겪었기 때문""이라고 밝혔다.    그는 ""최근 20거래일 기준으로 개인 거래 상위 10개 종목을 보면 이수페타시스를 제외한 나머지 전부가 이차전지 종목""이라 ""포스코그룹 주를 제외하면 대부분 이익 추정치가 하향 조정되고 있어 우려가 더욱 크다""고 지적했다.    그러면서 ""이차전지 주도주는 곧 힘을 잃겠지만 시장은 새로운 주도주를 탐색해 위를 향해 천천히 움직일 것""이라며 ""풍부한 유동성이 이 흐름을 뒷받침할 전망""이라고 짚었다.    우선 거시경제 측면에서 경기 회복과 수출 개선 기대가 강해지며 국내 기업들의 실적이 개선될 것으로 기대됐다.    김 연구원은 ""올해 글로벌 성장률 전망치는 여전히 상향 조정 중""이라며 ""경제협력개발기구(OECD)가 발표하는 G20 경기선행지수도 확장 국면을 향해 움직이고 있다""고 설명했다.    이어 ""그동안 경기선행지수와 글로벌 물동량의 방향성이 동일했다는 점에서 향후 글로벌 교역의 활성화 전망이 나올 수 있는데, 이는 수출로 먹고사는 한국 경제에도 매우 우호적인 소식""이라고 부연했다.    아울러 주요국 중앙은행들의 통화 긴축 기조가 더는 강화되지 않을 것이란 점도 안도감을 주는 요인으로 꼽혔다.    이달 투자 추천 업종으로는 기계와 조선, 자동차, 반도체가 추천됐다.    김 연구원은 ""이들 업종은 기대감이 아닌 실제 수치가 재무제표에 찍히는 업종""이라며 ""특히 글로벌 경기 회복 국면에서 이익 증가세를 기대할 수 있으므로 지금처럼 가격이 높지 않을 때 매수하고 기다리는 전술이 필요하다""고 조언했다.",1
