제목,날짜,분류,본문,반응수
[주요 신문 사설](2일 조간),20230802,오피니언,"▲ 경향신문 = 철근 보강하면서 '도색공사'로 은폐한 LH, 공기관 맞나                  '노인 폄훼'한 김은경 혁신위원장 사과해야                  길어질 폭염, 에너지 약자·노동 휴식권 보호 우선할 때다    ▲ 국민일보 = 막연한 상저하고 기대 말고 선제적 조치 취해야                  쇄신 지지부진한데 '노인 폄하' 논란 빚은 민주당 혁신위                  아동학대로 고소당하는 교사들…교권 확립 서둘러야    ▲ 서울신문 = ""노인 1표 불합리"" ""없을 사람이…"" 당명서 '민주' 떼라                  불법 콘텐츠 처벌 강화, 가짜뉴스에도 적용해야                  檢 보완 수사 확대, 범죄 피해 구제 숨통 트기를    ▲ 세계일보 = 코로나 신규확진 6만명 코앞, 방역 경각심 늦춰선 안된다                  中기업 '美 IRA 우회' 투자 급증한 韓, 리스크에도 대비해야                  김은경의 노인 비하 실언 파문…혁신위 좌초 위기 더 커질 것    ▲ 아시아투데이 = 고용부, 외국인 가사도우미 제도 잘 정착시키길                      김은경, 여명에 비례한 투표권 운운 제정신인가    ▲ 조선일보 = 결국 현실화된 ROTC 미달, 병사들 표만 챙길 때 아니다                  민주당 혁신위원장은 집안 대소사 결정 중학생 자식에게 맡기나                  28년 전 '삼풍백화점'이 그대로, 한국 건설의 질긴 악습과 인습    ▲ 중앙일보 = 쿼드처럼 한·미·일 정상회의 정례화 적극 추진을                  50∼60대 '신중년'은 국가적 자산, 활용법 적극 모색해야    ▲ 한겨레 = '경찰국 반대'에 보복 인사, '권력의 지팡이' 되려는 건가                일터 위협하는 극단적 기후, '폭염에 10분씩 쉴 권리'를                비판 언론에 '이념 딱지' 이동관, 방통위원장 자격 없다    ▲ 한국일보 = 말뿐인 폭염 작업 중지, 희생자 더 나와야 강제할 건가                  브레이크 없는 가계대출, 정부 시그널 명확해야                  '미래 짧은 분들' 할 말인가, 혁신 대상 된 민주 혁신위    ▲ 디지털타임스 = '제 버릇 남 못 주는' 민주당의 노인 폄하 본색                      尹 ""건설카르텔 깨부숴야""…모든 부실시공 영구 퇴출시키라    ▲ 매일경제 = ""미래 짧은 분들이 왜 1인 1표?"" 민주당 혁신위원장 제정신인가                  가업 승계 막힌 알짜 중소기업에 M&A 활로 열어줘야                  K-컬처 세계에 알릴 잼버리, 안전에도 만전 기하길    ▲ 브릿지경제 = 유류세 인하 조치 연장 '딜레마' 신중히 풀어야    ▲ 서울경제 = ""남은 수명 비례 투표""…노인 비하 세대 갈라치기가 혁신인가                  유가 하락 덕에 무역 흑자…수출 영토 넓히기 속도 내라                  국민 안전 외면한 부실 공사 재발 방지 위해 엄중 처벌해야    ▲ 이데일리 = 일상이 된 극한 폭염, 취약계층 위한 실질 대책 내놔야                  빗나간 '상저하고'…수출 부진, 정부 대응에 문제 있다    ▲ 이투데이 = '포모 증후군' 곱씹게 하는 이차전지 롤러코스터    ▲ 전자신문 = K간편결제, 글로벌 진출 환영한다                  사이버전 대응, 획기적 전환 마땅    ▲ 한국경제 = 요동치는 2차전지株…투자도 팬덤에 좌우되는 한국 증시                  모순투성이 배기량 기준 자동차세 확 뜯어고쳐야                  결혼자금 증여까지 '초부자 감세'로 갈라치기 하는 이재명 대표    ▲ 대한경제 = 위기의 K건설, 기본부터 다시 돌아보자                  법안 발의 남발 부추기는 정량적 의정 평가 지양해야    ▲ 파이낸셜뉴스 = 외국인 가사도우미 무조건 반대 말고 일단 써보자                      경제위기 부를 시한폭탄, 가계부채 방치 안 된다",0
[전국 주요 신문 톱뉴스](2일 조간),20230802,없음,"▲ 경향신문 = 파주 민통선 일대 건축폐기물 '오염'    ▲ 국민일보 = 전관 업체가 LH 용역 149건 중 139건 쓸어갔다    ▲ 매일일보 = ""철근 누락 곳곳 부실"" 입주·예정자 패닉    ▲ 서울신문 = 분양가·공사 기간 맞추려 철근 뺐다    ▲ 세계일보 = 尹 ""건설 이권 카르텔 반드시 깨부숴야""    ▲ 아시아투데이 = 尹 ""건설 이권 카르텔 깨부숴야""    ▲ 일간투데이 = 휴간    ▲ 조선일보 = 삼풍 때와 같은 공법 부실 관행도 그대로    ▲ 중앙일보 = 철근 빼먹은 아파트 그 뒤엔 '관·건 카르텔'    ▲ 한겨레 = 이동관, 비판언론 겨냥 ""공산당 신문·방송""    ▲ 한국일보 = 민간아파트 주거동에도 '철근 뺀 무량판' 공포    ▲ 대한경제 = 닻 오른 HMM 인수전…8兆 '머니게임'    ▲ 디지털타임스 = '순살' LH아파트 소송 대란 예고    ▲ 매일경제 = 좀비기업 3천개…긴축 종료 '뇌관'    ▲ 브릿지경제 = 오세훈표 스피드 주택공급 '급브레이크'    ▲ 서울경제 = 금융 CEO ""규제가 되레 이자 장사 내몬다""    ▲ 아시아타임즈 = 휴간    ▲ 아주경제 = 尹 ""건설 이권 카르텔 깨부숴야""…前정부 정조준    ▲ 에너지경제 = 대형발전사 역차별…재생E 조달 6배 비싸    ▲ 울산경제 = 울산 부동산 바닥 찍었나    ▲ 이데일리 = 엘피아 겨냥한 尹 ""건설 카르텔 깨라""    ▲ 이투데이 = ""무량판 보완 땐 안전"" vs ""시공 이후 변수 상존""    ▲ 전자신문 = 정부 '차세대 사이버전' 방어·공격 아우른다    ▲ 파이낸셜뉴스 = SK, 친환경 승부수…2025년까지 23조 붓는다    ▲ 한국경제 = 尹 ""건설 카르텔 깨야""…與, 국정조사 추진    ▲ 전국매일 = '철근 누락' 부실시공 사태 '민간아파트'까지 번지나    ▲ 경기신문 = 2기 신도시 크린넷, 책임기관 없는 '쓰레기 집하장' 그 자체    ▲ 경기일보 = 문화예술 품은 파주…세계적 명소로 뜬다    ▲ 경인일보 = 거기 사는 게 잘못?…더 젊어도 못 받는 '경기 청년 혜택'    ▲ 기호일보 = 탈인천 넘어 탈한국도 고민 또 고민…    ▲ 신아일보 = 윤대통령 ""건설 이권 카르텔 깨부숴야""    ▲ 인천일보 = 철근 빠진 행복주택, 늪에 빠진 주거복지    ▲ 일간경기 = 경기도 '순살 아파트' 전수점검 나서    ▲ 중부일보 = '임산부 교통비' 생각없는 道    ▲ 현대일보 = 보수책임 건설사 연락 불통 '안전불감증'    ▲ 강원도민일보 = 아름답고도 슬픈 지광국사탑의 귀향    ▲ 강원일보 = 국내 최초 해변 인공서핑장 '서퍼 천국' 양양에 문 연다    ▲ 경남도민신문 = 휴간    ▲ 경남도민일보 = 일부 도 출자·출연기관 비정규직 '생활임금' 못 받아    ▲ 경남매일 = 도내 아파트 공사 현장 '부실 커넥션' 논란    ▲ 경남신문 = 세코 5년간 국제회의 16건 '전국 최하위'    ▲ 경남일보 = '배터리 열폭주' 겁나는 전기차 화재    ▲ 경북매일 = 산사태 피해 없게…경북에 '안전 시범마을' 만든다    ▲ 경북일보 = ""한해 농사 망칠라""…폭우 견뎠더니 폭염·병해충 기승    ▲ 경상일보 = 선거 핵심인 조직 열세속 후원금도 현역보다 불리    ▲ 국제신문 = 부산 민간아파트 주거동에도 '무량판' 대거 적용    ▲ 대경일보 = 포항시립박물관, 지역 출토 국보 2점을 잡아라    ▲ 대구신문 = 대구 도심 군부대 이전 최대한 앞당긴다    ▲ 대구일보 = ""대구 심장 동성로, 젊은이 성지로 거듭나야""    ▲ 매일신문 = ""순살 아파트 원인 이권 카르텔 탐욕""    ▲ 부산일보 = 서부산권·원도심 근속 교사에 승진 가산점    ▲ 영남일보 = 대구 민간아파트 14곳도 무량판…'철근 누락' 집중점검    ▲ 울산매일 = 울산, 규제 발목 잡힌 주요 현안 특례·한시법으로 돌파    ▲ 울산신문 = 울산 바이오산업 활성화 두 팔 걷고 나섰다    ▲ 울산제일일보 = 울산의 미래 60년…지방정부시대 준비 가속페달    ▲ 창원일보 = 휴간    ▲ 광남일보 = 폭염에 사투하는 도로 위 숨은 영웅들    ▲ 광주매일 = '불안한 노후' 광주 10명 중 3명 '워킹 시니어'    ▲ 광주일보 = 광주 거주 중 아파트 철근 빠진 '무량판 구조' 없다    ▲ 남도일보 = 광주 자치구간 경계 조정 10년째 '허송세월'    ▲ 전남매일 = '폐업 위기' 광주시립요양병원 출구 안 보인다    ▲ 전라일보 = 새만금 잼버리 개막…언어·피부 달라도 '우리는 친구'    ▲ 전북도민일보 = ""세계 스카우트들 새만금서 하나 된다""    ▲ 전북일보 = ""더워서 힘들지만…친구 사귈 생각에 즐거워""    ▲ 금강일보 = 어디에 있는지…'있어도 불편한' 무더위 쉼터    ▲ 대전일보 = '순살 아파트' 파장…지자체 역할 중요    ▲ 동양일보 = 진로 바꾼 '카눈' 무더위 더 부추긴다    ▲ 중도일보 = 철근누락 아파트 불안감 확산…정부 ""이권 카르텔 해체""    ▲ 중부매일 = 침수 2주 지났지만 언제 영업 재개할 지 막막    ▲ 충남일보 = 흰 우유 한 팩 3000원 넘나…예고된 '밀크플레이션'    ▲ 충청신문 = 소비자·소매업자 '공병 보증금제' 갈등    ▲ 충청일보 = 연일 폭염…시민들 '블랙아웃' 불안감    ▲ 충청투데이 = 대전 우주산업 클러스터 조성 'R&D 예산 재검토'에 급제동    ▲ 뉴제주일보 = 손님 끊긴 수산시장…흥정 대신 한숨만    ▲ 제민일보 = 그린수소 글로벌 허브 '속 빈 강정'    ▲ 제주매일 = 극단적 선택 시도·상담 증가세 도민 정신건강 '위험'    ▲ 제주신문 = '하늘길' 좁아졌다…관광객 유치 '빨간불'    ▲ 제주일보 = 2공항 기본계획 고시 시점 주목    ▲ 한라일보 = 과대 洞 분동·과소 洞 통폐합 행정구역 조정 논의 본격 추진",0
(URGENT) S. Korea's consumer prices up 2.3 pct on-year in July,20230802,세계,(URGENT) consumer prices-July(URGENT) S. Korea's consumer prices up 2.3 pct on-year in July    Yonhap Breaking News(CG)(END),0
[1보] 7월 물가상승률 2.3%…2개월 연속 2%대,20230802,경제,기상 악재에 전통시장도 울상[연합뉴스 자료사진],1
韓国主要紙の朝刊ヘッドライン（８月２日）,20230802,세계,＜朝鮮日報＞マンション手抜き工事…三豊百貨店の崩壊時と同じ工法　慣行もそのまま＜東亜日報＞慣れ合いの管理・監督、専門人材不足がマンション手抜き工事を助長＜中央日報＞鉄筋入れなかったマンション　背後に官・公共企業・建設会社のカルテル＜ハンギョレ＞放送通信委員長候補　批判的なメディア念頭に「共産党の新聞・放送」＜京郷新聞＞坡州の民間人出入統制線付近　建築廃棄物で「汚染」＜毎日経済＞ゾンビ企業３０００社　金融引き締め終了で状況さらに悪化＜韓国経済＞尹大統領「建設カルテルつぶす」　与党は国政調査推進,0
"싸이커스 ""데뷔 앨범으로 빌보드 진입…꿈만 같았죠""",20230802,연예,"데뷔 12일 만에 '빌보드 200' 진입 쾌거…'서머송'으로 5개월 만에 컴백  그룹 싸이커스[KQ엔터테인먼트 제공. 재판매 및 DB 금지]      ""K팝의 인기가 커진 시점에 데뷔해서 저희의 더 많은 걸 보여드릴 수 있는 환경이라고 생각해요. 이런 환경을 만들어준 선배들에게 항상 감사하죠.""(세은)    데뷔 앨범으로 빌보드 메인 앨범 차트 '빌보드 200' 진입에 성공한 신예 그룹 싸이커스가 5개월 만에 뜨거운 '서머송'으로 돌아온다.    2일 미니 2집 '하우스 오브 트리키: 하우 투 플레이'(HOUSE OF TRICKY:HOW TO PLAY)를 발매한 싸이커스는 최근 서울 마포구의 연습실에서 한 인터뷰에서 데뷔 앨범의 성과에 대해 ""길을 닦아준 많은 선배들 덕분""이라고 공을 돌렸다.  그룹 싸이커스[KQ엔터테인먼트 제공. 재판매 및 DB 금지]    올해 3월 데뷔한 싸이커스는 최근 '빌보드 200' 2위까지 오른 실력파 그룹 에이티즈를 길러낸 KQ엔터테인먼트에서 선보이는 신예 그룹으로 기대를 모았다.     이에 부응하듯 미니 1집 '하우스 오브 트리키: 도어밸 링잉'으로 데뷔 12일 만에 '빌보드 200'에 75위로 진입하며 해외에서 일찌감치 뜨거운 반응을 얻고 있다.    멤버들은 예상치 못한 빌보드 진입 소식에 ""선물을 받은 기분""이었다고 입을 모았다.    세은은 ""'이게 현실이 맞나, 꿈이 아닌가' 하는 생각이 들었다""며 ""빌보드 진입은 예전부터 꿈이자 목표였다. 앞으로 활동하면서 계속 동기부여가 될 일인 것 같다""고 말했다.  그룹 싸이커스[KQ엔터테인먼트 제공. 재판매 및 DB 금지]    데뷔 앨범에서 강도 높은 퍼포먼스와 카리스마를 무대에서 보여줬던 싸이커스는 이번에는 청량하고 유쾌한 에너지가 담긴 '서머송'으로 새로운 모습을 선보인다.    리더 민재는 ""데뷔 앨범이 저희의 강렬한 모습을 보여주며 스타트를 잘 끊어줬다고 생각한다""며 ""이번 음반에서는 다채롭고 청량한 에너지가 담긴 싸이커스 표 여름을 보여주려고 한다""고 설명했다.     이번 신보에는 더블 타이틀곡 '두 오어 다이'(DO or DIE)와 '홈보이'(HOMEBOY)를 비롯해 '스케이터', '쿵', '런' 등 6곡이 담겼다.    타이틀곡으로 화려한 퍼포먼스가 돋보이는 '두 오어 다이'와 서정적인 멜로디의 '홈보이' 두 곡을 내세운 것을 두고 싸이커스는 ""자신감의 증거""라고 말했다.     ""앨범 제작 과정부터 저희가 즐기면서 공을 많이 들였기 때문에 타이틀곡으로 두 곡을 선보일 수 있게 됐죠. 보여드리고 싶은 매력이 많기도 하고요.""(민재)     데뷔 전부터 일본과 대만 '케이콘'(KCON) 등 굵직한 공연에 출연하며 무대 경험을 기른 싸이커스는 무대에서 듣는 관객의 함성이 가장 큰 원동력이라고 했다.     ""매 무대 전 대기하면서 객석에서 나는 함성을 들으면 살아있는 느낌이 들고 심장이 뛰는 게 느껴져요. 그때마다 내가 꿈을 이뤘다는 감사함과 행복을 느끼죠. 싸이커스는 멤버 모두가 무대를 진심으로 사랑하는 그룹이라 무한한 가능성을 지닌 팀이라고 생각합니다.""(민재)",5
"연세유업, 집중호우 피해지역에 음료 제품 지원",20230802,경제,"[연세유업 제공. 재판매 및 DB금지]  연세유업은 집중호우로 피해 본 지역의 주민과 복구 봉사자에게 제품을 지원한다고 2일 밝혔다.    연세유업은 견과류 음료 멸균팩 제품인 '연세 넛유 7넛츠' 8만8천여개를 푸드뱅크와 희망브리지를 통해 현장에 전달한다.    연세유업 관계자는 ""복구가 조속히 이뤄져 지역 주민이 하루빨리 일상 복귀를 하길 바란다""고 말했다.",0
전관에 칼빼드는 LH…고강도 혁신안 조만간 발표,20230802,경제,"LH 출신 없는 업체에 가산점 검토…퇴직자 현장 배치 제한으로 접촉 차단도 거론LH 전관 명단 제출 방안도 추진…3급 이상 퇴직자 절반이 관련업체 재취업    한국토지주택공사(LH)[연합뉴스TV 제공]  한국토지주택공사(LH)의 '철근 누락' 공공아파트 사태 배경에 '전관예우' 문제가 있다는 지적이 나오면서 LH가 전관 커넥션을 차단하기 위한 고강도 대책 발표를 추진하고 있다.    3급 이상 퇴직 공무원의 절반가량이 관련 업체에 재취업하는 것으로 나타나는 등 전관 문제가 시공부실로 이어질 수 있다는 지적에 따라 제도적 개선에 나서는 것이다. LH 출신 없는 업체에 가산점…퇴직자 건설현장 배치 제한    LH 관계자는 2일 연합뉴스에 ""무량판 구조 단지 91곳에 대한 전수조사에 착수할 무렵부터 개선안도 준비했다""며 ""더 효율적 방법이 있는지를 막판 점검 중인 단계""라고 말했다.    또 다른 관계자는 ""예전 혁신안에 포함하려고 검토했다가 법과 충돌하는 측면이 있어서 배제했던 내용도 다시 검토 중인 것으로 안다""고 전했다.    제도 개선 방안으로는 일단 LH 출신 임직원이 없는 업체가 LH 사업에 응모하면 가산점을 주는 방식이 거론된다.    이는 국가계약법상 발주자가 특정한 조건을 내걸어 계약상 불이익을 주어서는 안 된다는 점을 고려한 것이다. 앞서 과거 혁신안 발표 때도 퇴직 직원이 있는 업체가 응모하면 점수를 차감하는 방식을 검토했다가 국가계약법 문제로 백지화됐는데 이번에는 불이익 대신 점수를 더 주는 방식으로 접근하는 셈이다.    나아가 퇴직자의 건설 현장 배치를 제한함으로써 업무상 LH 직원들과의 접촉을 원천 차단하는 방법도 검토 중이다.    이와 함께 관련 업체에 LH 출신 명단 제출을 받는 방안도 추진될 예정이다.    이한준 LH 사장은 지난달 31일 기자간담회에서 ""현재 LH 전관이 누가 있는지 전부 명단으로 제출하도록 하고, 허위로 명단이 제출됐을 때 입찰 제한이나 계약 취소 등을 하는 방안을 고민하고 있다""고 밝힌 바 있다.    철판으로 덧붙인 LH 아파트 주차장 기둥  1일 오후 경기도 양주시 덕계동 양주회천 A15블록 아파트 주차장 기둥에 보강 작업을 위한 철판이 덧붙여져 있다.     국토교통부는 전날 파주 운정(A34 임대), 남양주 별내(A25 분양), 양주 회천(A15 임대) 등 지하 주차장 철근을 빠뜨린 한국토지주택공사(LH) 아파트 15개 단지를 공개했다. 2023.8.1 wildboar@yna.co.kr LH '전관 커넥션'…3급 이상 퇴직자 절반이 관련업체 재취업    LH의 이런 대책 마련은 퇴직자들의 광범위한 관련 업계 재취업과 관련돼 있다.    감사원이 지난해 6월 LH의 불공정 계약 실태를 조사해 발표한 보고서에 따르면 2016년 1월 1일∼2021년 3월 31일 LH의 3급 이상 퇴직자 604명 가운데 계약업체 재취업자는 304명(50.3%)으로 절반이 넘었다.    이런 상황이 전관예우에 따른 불공정 계약으로 이어졌다는 게 감사원의 판단이다.    실제로 같은 기간 LH는 전체 계약 1만4천961건 중 3천227건(21.6%)을 퇴직자가 재취업한 업체와 맺었다.    또 2018년 1월 1일∼2021년 4월16일 LH는 건축 설계 공모 294건 중 193건(65%)을 퇴직 직원이 재취업한 업체와 계약을 체결했다.    감사원은 당시 보고서에서 LH가 공동주택 설계·건설사업관리 용역 등 입찰에 참여한 업체의 사업수행 능력 등을 평가하는 심사평가위원회를 운영하면서 자사 퇴직자가 재취업한 업체가 공모 기간 또는 심사 직전에 알고 평소 알고 지내던 내부위원과 사전 접촉했는데도 감점 등의 제재를 이행하지 않았다고 지적하기도 했다.    고개숙인 원희룡 장관과 이한준 LH 사장  원희룡 국토교통부 장관(왼쪽)과 이한준 LH 사장이 30일 오후 LH서울지역본부에서 열린 공공주택 긴급안전점검 회의에 앞서 시흥 은계지구 수돗물 이물질 발생 사태 등에 대해 사과하며 고개 숙이고 있다. 2023.7.30 pdj6635@yna.co.kr LH, '내부 정보' 이용 사태 때도 혁신안 '미흡'    앞서 LH는 비리 문제 등이 발생할 때마다 각종 제도 개선 방안을 발표해왔다.    LH는 지난해 임직원들이 내부 정보를 이용해 부동산 투기를 한 사실과 함께 전관예우 관행의 폐해가 드러나자 LH 출신 퇴직 감정평가사와 법무사가 임원으로 재직 중인 회사와는 퇴직일로부터 5년간 수의계약을 제한하는 등의 내용을 담은 조직 혁신안을 발표한 바 있다.    또 2021년에는 LH 출신 감정평가사의 과다 수임을 제한하기 위해 제척·기피·회피 제도 등을 도입하고, 퇴직자 접촉 신고제를 신설해 퇴직 직원과의 부적절한 접촉을 원칙적으로 금지하는 내용의 윤리준법경영 확립 이행안을 내놨다.    그러나 이번에 또다시 부실시공 문제가 불거지면서 LH의 사후 대책 수준이 미흡한 것 아니냐는 지적이 나온다.    이에 대해 LH 한 관계자는 ""대한주택공사부터 60년이나 된 조직이어서 퇴직자들이 곳곳에 나가 있어서 완전히 연결고리를 끊기가 쉽지 않다""며 ""그럼에도 자성 노력과 함께 쇄신된 모습을 보이기 위해 속도감 있게 개선안을 준비하고 있다""고 말했다.",18
울릉도 놀러 간 초등학생 해수풀장 취수구에 팔 끼여 익사,20230802,사회,119[연합뉴스 자료사진]      울릉도의 한 해수 풀장에서 놀던 초등학생이 물을 끌어 올리는 취수구에 팔이 끼여 숨지는 사고가 났다.    2일 경찰 등에 따르면 전날 오전 11시 7분께 경북 울릉군 북면에 있는 한 해수 풀장에서 초등학생인 10대 A군이 취수구에 팔이 끼여 익사하는 사고가 났다.    A군은 가족과 함께 울릉도로 놀러 왔다가 변을 당한 것으로 알려졌다.    사고가 난 풀장은 울릉군청에서 운영하는 곳으로 수심은 37㎝가량인 것으로 전해졌다.    경찰은 해수 풀장 시설 관계인 등을 상대로 정확한 사고 경위를 조사할 예정이다.,38
Choi Ji-man joins countryman Kim Ha-seong in San Diego following trade,20230802,세계,"MLB player-trade Choi Ji-man joins countryman Kim Ha-seong in San Diego following tradeBy Yoo Jee-ho   SEOUL, Aug. 2 (Yonhap) -- South Korean infielder Choi Ji-man will join countryman Kim Ha-seong on the San Diego Padres.   The Pittsburgh Pirates traded Choi, along with pitcher Rich Hill, to the Padres on Tuesday (U.S. local time), in exchange for three prospects: pitcher Jackson Wolf, outfielder Estuar Suero and first baseman Alfonso Rivas. The deal was made prior to the annual trade deadline of 6 p.m. Tuesday (Eastern Time).   Choi had been teammates with South Korean infielder Bae Ji-hwan in Pittsburgh and will now join another Korean infielder in Kim.    This image captured from the San Diego Padres' official Twitter page on Aug. 2, 2023, shows South Korean infielder Choi Ji-man (R), following his trade from the Pittsburgh Pirates to the Padres. (PHOTO NOT FOR SALE) (Yonhap) Choi, 32, is now on his sixth major league club. He made his debut with the Los Angeles Angels in 2016, and had a cup of coffee with the New York Yankees in 2017 and the Milwaukee Brewers in 2018, before moving to the Tampa Bay Rays in a midseason trade in 2018.   That's where he established himself as a big leaguer. In 2020, the first baseman became the first South Korean position player to appear in a World Series game. He also became a fan favorite and a popular clubhouse figure for his fun-loving nature and acrobatic splits at first base to dig out low throws.   The Rays dealt Choi to the Pirates in November last year. And with Choi about to hit free agency after this year, the rebuilding Pirates shipped him out to the Padres, who have badly underachieved to a 52-55 record through Monday despite an expensive, star-studded roster. Acquiring two veterans who will both become free agents this winter indicates that the Padres, despite sitting five games out of the last National League (NL) Wild Card spot, have not abandoned their hopes of reaching the postseason.   Choi missed nearly three months of action earlier this year with an Achilles injury. He was batting only .205 with six home runs and 11 RBIs in 23 games at the time of the trade, but four of those homers have come since his return from injury on July 7.    In this Associated Press photo, Choi Ji-man of the Pittsburgh Pirates hits an RBI double against the Philadelphia Phillies during a Major League Baseball regular season game at PNC Park in Pittsburgh on July 28, 2023. (Yonhap)When healthy, Choi can provide some pop from the left side of the plate and discipline at the plate.   Though he has primarily been a first baseman in his big league career, Choi is expected to serve as the designated hitter for the Padres against right-handed pitching and come off the bench against left-handers.   Kim has blossomed into one of the top middle infielders in baseball this year. He ranks third in the majors in wins above replacement by Baseball-Reference with 5.2, behind only Shohei Ohtani of the Angels and Ronald Acuna Jr. of the Atlanta Braves, and ahead of former MVPs, such as Freddie Freeman and Mookie Betts of the Los Angeles Dodgers. Kim has already set career highs with 14 home runs and 21 steals, while slashing a robust .279/.374/.448 through 102 games.   He was a finalist for the NL Gold Glove at shortstop last year and is considered a favorite to win the award at second base this year.    In this Getty Images photo, Kim Ha-seong of the San Diego Padres runs to first base after hitting a double against the Colorado Rockies during the top of the ninth inning of a Major League Baseball regular season game at Coors Field in Denver on July 31, 2023. (Yonhap)",0
23일 공습대비 민방위훈련…6년 만에 국민 대피·차량 통제,20230802,사회,"오후 2시부터…지하대피소로 피하고 도로서 차량 정차    민방위 훈련 '우리도 참여해요!'  16일 오후 정부서울청사에서 열린 414차 민방위의 날, 민방공 대피 훈련에 참여한 청사 푸르미어린이집 원아들이 머리를 가방으로 가린 채 심폐소생술 실습을 기다리고 있다. 2023.5.16 hihong@yna.co.kr 김윤구  오는 23일 전국에서 일반 국민이 지하 등 안전한 곳으로 대피하고 차량 운행이 통제되는 '공습 대비 민방위훈련'이 2017년 8월 이후 6년 만에 실시된다.    2일 행정안전부에 따르면 이번 훈련은 을지연습 기간 중인 23일 오후 2시부터 20분간 전국적으로 실시된다.    민방위훈련은 공습대비 대피훈련과 지진·화재 등 재난대비 훈련의 두 가지로 나뉜다. 이번 훈련은 민방공훈련으로도 불리는 공습대비 대피훈련이다. 적의 공습 상황을 가정해 대피훈련을 실시한다.    훈련은 공습경보 발령, 경계경보 발령, 경보 해제 순으로 진행된다.    23일 오후 2시 전국에서 훈련 공습경보 사이렌이 울리면 15분간 이동이 통제된다. 국민들은 가까운 지하대피소 등 안전한 장소로 대피해야 한다.    일부 통제되는 도로구간에서 운전 중인 경우 경찰 지시에 따라 도로 오른쪽에 정차한 후 라디오방송을 청취한다. 차량 이동통제는 공습상황 발생 시 소방차, 구급차, 군 차량 등 비상 차량이 원활하게 운행할 수 있도록 하는 것이다.    2시 15분 훈련 경계경보가 발령되면 지하대피소에서 나와 경계 태세를 유지하면서 통행할 수 있다.    2시 20분 경보가 해제되면 일상으로 복귀하면 된다.    공습대비 민방위 훈련 안내 영상    지난 5월 16일에도 공습 대비 민방위훈련이 실시됐지만 공공기관과 학교가 중심이었고 일반 국민 대피 훈련과 차량 통제는 없었다.    행안부는 애초 5월 16일에 일반 국민이 참여하는 훈련을 실시할 예정이었으나 훈련을 장기간 중단했다가 재개하는 데 여러 어려움이 있다는 이유로 계획을 변경했다. 이후에도 민방위훈련을 일반 국민이 참여하는 규모로 확대하는 방안을 검토하겠다고 했지만 언제 실시할지에 대해서는 신중한 태도를 보여왔다.    이번 훈련은 일반 국민이 참여하는 전국 단위 민방공훈련이 오랫동안 실시되지 않은 탓에 국민들이 비상 상황에 대처할 준비가 돼 있지 않다는 지적이 나온 가운데 진행된다.    지난 5월 31일 북한의 군사정찰위성 발사에 군에서 정한 경계경보 발령 지역(서해 백령·대청도)이 아닌 서울시가 경계경보를 발령하고 위급재난문자를 발송해 시민들이 우왕좌왕하기도 했다.    행안부는 다양한 매체를 활용해 민방위훈련을 집중적으로 홍보할 예정이다.    원하는 지역의 지하대피소 위치는 안전디딤돌 앱에서 '대피소 조회'를 선택하거나 국민재난안전포털 누리집(https://safekorea.go.kr)의 민방위대피소 메뉴에서 확인할 수 있다.",14
